Title,Link,Company,Location,City,Is_Recent,Type,Experience_Type,Years_Of_Experience,Skills_Count,Skills_Set
Software Tester,https://wuzzuf.net/jobs/p/NCnklBAMv3o9-Software-Tester-webSTDY-Giza-Egypt?o=935&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,webSTDY,"Mohandessin, Giza, Egypt ",Egypt,False,Full Time,Entry Level,1,10,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Computer Science', 'Engineering', 'Functional', 'Information Technology (IT)', 'ISTQB', 'QA', 'Management']"
Country Sales Trainer,https://wuzzuf.net/jobs/p/vEZoUuU1By4W-Country-Sales-Trainer-Richemont-Riyadh-Saudi-Arabia?o=936&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Richemont,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Sales/Retail', 'Education/Teaching', 'Training/Instructor', 'Sales', 'Sales Skills', 'Training', 'Sales Training', 'Communication Skills', 'Sales Target', 'Trainer']"
Finance Intern (UAE National only),https://wuzzuf.net/jobs/p/LpeP8pRij3ob-Finance-Intern-UAE-National-only-Richemont-Dubai-United-Arab-Emirates?o=937&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Richemont,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Accounting/Finance', 'Operations/Management', 'Quality', 'Finance', 'Accounting', 'Auditing', 'Financial Analysis', 'Internal Audit', 'Financial Management', 'Internal Auditing']"
Retail Sales Technology Supervisor,https://wuzzuf.net/jobs/p/o2VMI9zMt35n-Retail-Sales-Technology-Supervisor-Staples-Inc-Alexandria-Egypt?o=938&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,"Staples, Inc.","Alexandria, Egypt ",Egypt,False,Full Time,Not specified,0,10,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Sales Target', 'Retail', 'Distribution', 'English', 'FMCG']"
Marketing Manager,https://wuzzuf.net/jobs/p/WleyubsfCGcJ-Marketing-Manager-Wham-Clinics-Giza-Egypt?o=939&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Wham Clinics,"Sheikh Zayed, Giza, Egypt ",Egypt,False,Full Time,Manager,4,11,"['females_preferred', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Marketing Management', 'Marketing Strategy', 'Social Media Strategy', 'Digital Marketing Strategy', 'Brand Strategy', 'Content Strategy', 'Online Marketing', 'Marketing Campaigns']"
IT Sales Account Manager,https://wuzzuf.net/jobs/p/CzOd9kEbsdwW-IT-Sales-Account-Manager-Clicktick-Cairo-Egypt?o=940&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Clicktick,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,10,"['IT/Software Development', 'Sales/Retail', 'IT', 'IT sales', 'sales skills', 'Sales Target', 'Skills', 'business', 'Sales', 'Sales Strategies']"
Digital Marketing Specialist,https://wuzzuf.net/jobs/p/ibcxS1zC3ZoU-Digital-Marketing-Specialist-Multi-M-Group-Qalubia-Egypt?o=941&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Multi M Group,"khanka, Qalubia, Egypt ",Egypt,False,Full Time,Experienced,2,7,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Digital Marketing', 'Marketing', 'Management', 'Digital', 'business']"
CRM & bussnies analyst Supervisor,https://wuzzuf.net/jobs/p/VZvcziDxbIVU-CRM-bussnies-analyst-Supervisor-Ahmed-El-Sallab-Cairo-Egypt?o=942&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Ahmed El-Sallab,"Mokattam, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,9,"['Marketing/PR/Advertising', 'Analyst/Research', 'Business Analysis', 'analytical', 'Analysis', 'business', 'CRM', 'Marketing', 'Project Management']"
Telesales Agent,https://wuzzuf.net/jobs/p/BS2OFQqrossH-Telesales-Agent-TOP-EDUCATION-ACADEMY-Giza-Egypt?o=943&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,TOP EDUCATION ACADEMY,"Agouza, Giza, Egypt ",Egypt,False,Full Time,Entry Level,2,10,"['Customer Service/Support', 'Sales/Retail', 'Tourism/Travel', 'Communication', 'Communication skills', 'Customer', 'Customer Care', 'Customer Service', 'Customer Support', 'Skills']"
Senior Maintenance Engineer,https://wuzzuf.net/jobs/p/28QJM1WJWVEV-Senior-Maintenance-Engineer-Agrisolar-Giza-Egypt?o=944&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Agrisolar,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Manager,4,9,"['Engineering - Mechanical/Electrical', 'PCB', 'Electronics Engineering', 'Soldering', 'Electronics Maintenance', 'Leadership Management', 'Organizing', 'Management', 'Solar Energy']"
Sales Account Executive,https://wuzzuf.net/jobs/p/sj5dLQZ81i90-Sales-Account-Executive-ITXPROS-Cairo-Egypt?o=945&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ITXPROS,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,10,"['Customer Service/Support', 'Project/Program Management', 'Sales/Retail', 'B2B Sales', 'Customer Service', 'Sales', 'sales skills', 'Sales Target', 'English', 'Sales Field']"
Production Technology Engineer,https://wuzzuf.net/jobs/p/H3TB1ROeQrfJ-Production-Technology-Engineer-LEONI-Wiring-System-Egypt-S-A-E-Cairo-Egypt?o=946&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,LEONI Wiring System Egypt S.A.E,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,5,"['Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering', 'Management', 'Manufacturing']"
Facilities Supervisor,https://wuzzuf.net/jobs/p/w22psa4oiwka-Facilities-Supervisor-Ahmed-El-Sallab-Cairo-Egypt?o=947&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Ahmed El-Sallab,"Mokattam, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,9,"['males_only', 'Administration', 'Operations/Management', 'facilities', 'facilities management', 'Management', 'Admin', 'Administrative Affairs', 'Administration']"
Piping and Project Engineer,https://wuzzuf.net/jobs/p/qt2Q5aXgrxzF-Piping-and-Project-Engineer-Air-Products-Inc-Riyadh-Saudi-Arabia?o=948&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Air Products Inc,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'Engineering', 'Project Management', 'Mechanical Engineering', 'Civil Engineering', 'AutoCAD', 'Architecture', 'Electrical Engineering']"
Piping and Project Engineer,https://wuzzuf.net/jobs/p/djTaP06hN4FU-Piping-and-Project-Engineer-Air-Products-Middle-East-FZE-Duba-Saudi-Arabia?o=949&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Air Products (Middle East) FZE,"Duba, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'Engineering', 'Project Management', 'Mechanical Engineering', 'Civil Engineering', 'AutoCAD', 'Architecture', 'Electrical Engineering']"
Project Logistics Coordinator - HIDC,https://wuzzuf.net/jobs/p/nrp1qlYyLp70-Project-Logistics-Coordinator---HIDC-Air-Products-Middle-East-FZE-Riyadh-Saudi-Arabia?o=950&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Air Products (Middle East) FZE,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Administration', 'Logistics/Supply Chain', 'Project/Program Management', 'Project Management', 'Logistics', 'Administration', 'Microsoft Office', 'Supply Chain', 'Project Coordination', 'Information Technology (IT)']"
Production Section Head,https://wuzzuf.net/jobs/p/rIHzkzwcrte8-Production-Section-Head-Grand-Plast-Qalubia-Egypt?o=951&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Grand Plast,"khanka, Qalubia, Egypt ",Egypt,False,Full Time,Manager,6,10,"['Operations/Management', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Lean manufacturing', 'LEAN', 'Manufacturing', 'Management', 'Mechanical Engineering', 'Engineering', 'Microsoft Office']"
Financial analyst,https://wuzzuf.net/jobs/p/7g7Qoquv6Rds-Financial-analyst-ArabWork-Cairo-Egypt?o=952&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ArabWork,"Cairo, Egypt ",Egypt,False,Full Time,Manager,5,5,"['Accounting/Finance', 'Finance', 'Financial Analysis', 'Accounting', 'Management']"
Office Manager,https://wuzzuf.net/jobs/p/ogvmdYDyVMeC-Office-Manager-Infotech-Cairo-Egypt?o=953&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Infotech,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Manager,8,10,"['Administration', 'Business Development', 'Operations/Management', 'Communication', 'communication skills', 'English', 'Computer Skills', 'Market Research', 'Research Analysis', 'Management']"
Sales Indoor Representative,https://wuzzuf.net/jobs/p/JzRSsMJqsQ1j-Sales-Indoor-Representative-Smart-Koshk-Cairo-Egypt?o=954&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Smart Koshk,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,9,"['males_only', 'Customer Service/Support', 'Sales/Retail', 'Communication skills', 'Customer Service', 'Sales', 'sales skills', 'Sales Target', 'Product']"
Logistics Manager,https://wuzzuf.net/jobs/p/PnEQlGUAqzqU-Logistics-Manager-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt?o=955&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Selah ElTelmeez For Publishing & printing,"Obour City, Cairo, Egypt ",Egypt,False,Full Time,Manager,1,8,"['Logistics/Supply Chain', 'Logistics', 'Management', 'Planning', 'Negotiation', 'Communication skills', 'MBA', 'MS Office']"
IT Senior Specialist,https://wuzzuf.net/jobs/p/Zh6apnWeTtRh-IT-Senior-Specialist-Mersal-Cairo-Egypt?o=956&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Mersal,"Maadi, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,8,"['IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology', 'IT', 'Management', 'Project Management', 'Information Technology (IT)', 'Computer Science']"
School Principal,https://wuzzuf.net/jobs/p/HNOBZsUOinRj-School-Principal-International-Smart-for-Education-Services---ISES-Sharqia-Egypt?o=957&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,International Smart for Education Services - ISES,"Faqus, Sharqia, Egypt ",Egypt,False,Full Time,Manager,1,10,"['Administration', 'Operations/Management', 'Education/Teaching', 'International Schools', 'MBA', 'Education', 'Teaching', 'Operations', 'School Management', 'Headmaster']"
Property Manager,https://wuzzuf.net/jobs/p/fYehcPyzNWjn-Property-Manager-Cairo-Egypt?o=958&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Nasr City, Cairo, Egypt ",Egypt,False,Freelance,Entry Level,1,3,"['Customer Service/Support', 'Communication', 'Real Estate']"
HSSE Compliance Specialist,https://wuzzuf.net/jobs/p/mWSUbQYcZiOh-HSSE-Compliance-Specialist-Air-Products-Middle-East-FZE-Riyadh-Saudi-Arabia?o=959&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Air Products (Middle East) FZE,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality', 'Quality Assurance', 'Compliance', 'Quality Control', 'Pharmaceutical', 'Science', 'GMP']"
Construction Administrator,https://wuzzuf.net/jobs/p/EmBuduNOHsho-Construction-Administrator-Air-Products-Middle-East-FZE-Duba-Saudi-Arabia?o=960&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Air Products (Middle East) FZE,"Duba, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Administration', 'Engineering - Construction/Civil/Architecture', 'Human Resources', 'Construction', 'Administration', 'Microsoft Office', 'Business Administration', 'Office Management', 'Admin', 'Engineering']"
Pharmaceutical Raw Material sales,https://wuzzuf.net/jobs/p/9t3nPUUHmCvt-Pharmaceutical-Raw-Material-sales-Sanotrade-Cairo-Egypt?o=961&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Sanotrade,"Maadi, Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['Business Development', 'Sales/Retail', 'Pharmaceutical', 'Raw Materials', 'Supply Chain', 'Pharmacy', 'Sales', 'Supply Management', 'food supplements', 'Packaging']"
Site RO Senior Chemist / Engineer,https://wuzzuf.net/jobs/p/YGyGryyzeg2u-Site-RO-Senior-Chemist-Engineer-TAM-Environmental-Services-Cairo-Egypt?o=962&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,TAM Environmental Services,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Experienced,7,6,"['Operations/Management', 'Engineering - Mechanical/Electrical', 'Chemistry', 'Engineering', 'Operations Management', 'Water Treatment']"
Operations Intern,https://wuzzuf.net/jobs/p/vvRkDXo8dD1B-Operations-Intern-Amazon-MENA-Dubai-United-Arab-Emirates?o=963&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Amazon MENA,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Accounting/Finance', 'Customer Service/Support', 'Operations/Management', 'Operations', 'Customer Service', 'Accounting', 'Auditing', 'Logistics', 'Customer Care', 'Startup']"
Senior Scrum Master,https://wuzzuf.net/jobs/p/eUugl9QzqO2Y-Senior-Scrum-Master-Cairo-Egypt?o=964&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,5,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Agile', 'Agile Methodology', 'Communication', 'Computer Science', 'Information Technology (IT)', 'Kanban', 'Master', 'Project']"
Operation Manager,https://wuzzuf.net/jobs/p/hU8s0PV7smFn-Operation-Manager-Decorative-Glass-And-Arab-Union-Glass-Group-Cairo-Egypt?o=965&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Decorative Glass And Arab Union Glass Group,"Obour City, Cairo, Egypt ",Egypt,False,Full Time,Manager,1,11,"['males_only', 'Operations/Management', 'Manufacturing/Production', 'Communication skills', 'Engineering', 'Leadership', 'Management', 'Operations', 'Production', 'operation', 'ERP']"
Digital Marketing Manager,https://wuzzuf.net/jobs/p/T8XWv8wEILVI-Digital-Marketing-Manager-Find-my-Helper-Cairo-Egypt?o=966&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Find my Helper,"Maadi, Cairo, Egypt ",Egypt,False,Full Time,Manager,2,10,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Advertising', 'Communication skills', 'Digital Marketing', 'E-Marketing', 'Google Analytics', 'Marketing', 'Marketing Campaigns', 'SEO']"
Content Writer,https://wuzzuf.net/jobs/p/QshKLIjfsQ9h-Content-Writer-Cairo-Egypt?o=967&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,7,"['Media/Journalism/Publishing', 'English', 'Content', 'Content Management', 'Marketing', 'Content Writing', 'Content Editing']"
Scrum Master,https://wuzzuf.net/jobs/p/B2Z8V912yMBQ-Scrum-Master-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=968&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Fawry for Banking Technology and Electronic Payments S.A.E,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Experienced,7,10,"['IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Computer Engineering', 'Agile', 'ERP', 'PMP', 'Project Management']"
Warehouse Coordinator,https://wuzzuf.net/jobs/p/bgSSXmEKO4Mg-Warehouse-Coordinator-Cairo-Egypt?o=969&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Maadi, Cairo, Egypt ",Egypt,False,Full Time,Experienced,4,10,"['Logistics/Supply Chain', 'Operations/Management', 'IT Sales', 'Microsoft Office', 'Sales Target', 'Software Sales', 'Customer Service', 'Warehousing', 'Logistics', 'Supply Chain']"
Business Development Executive - Mawared Software Solutions,https://wuzzuf.net/jobs/p/LoKDo1KLNgdW-Business-Development-Executive---Mawared-Software-Solutions-Arabic-Localizer-Giza-Egypt?o=970&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Arabic Localizer,"Mohandessin, Giza, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Business Development', 'IT/Software Development', 'Sales/Retail', 'Account Management', 'Business Development', 'Communication', 'Communication skills', 'Customer Service', 'English', 'Management']"
Specialist- Monitoring (UAE National),https://wuzzuf.net/jobs/p/OsgpdWzI6zI7-Specialist--Monitoring-UAE-National-First-Abu-Dhabi-Bank-Abu-Dhabi-United-Arab-Emirates?o=971&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,First Abu Dhabi Bank,"Abu Dhabi, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Installation/Maintenance/Repair', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Customer Service', 'Analysis', 'Cloud Computing', 'Computer Science', 'Customer Care', 'Customer Support', 'French']"
Specialist- Monitoring (UAE National),https://wuzzuf.net/jobs/p/GSz5Gu4FibjG-Specialist--Monitoring-UAE-National-First-Gulf-Bank-PJSC-Abu-Dhabi-United-Arab-Emirates?o=972&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Installation/Maintenance/Repair', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Customer Service', 'Analysis', 'Cloud Computing', 'Computer Science', 'Customer Care', 'Customer Support', 'French']"
Standards & Software Compliance Specialist,https://wuzzuf.net/jobs/p/wbm71ea51KT9-Standards-Software-Compliance-Specialist-DP-World-Dubai-United-Arab-Emirates?o=973&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,DP World,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Finance', 'Accounting', 'Financial Analysis', 'Information Technology (IT)', 'Engineering', 'Microsoft Office', 'Computer Science']"
Operation Supervisor,https://wuzzuf.net/jobs/p/tScJmunPUpMv-Operation-Supervisor-EgyBell-Outsourcing-and-Payroll-Solutions-Cairo-Egypt?o=974&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,EgyBell Outsourcing and Payroll Solutions,"Cairo, Egypt ",Egypt,False,Full Time,Not specified,0,10,"['Customer Service/Support', 'Logistics/Supply Chain', 'Operations/Management', 'Operations', 'Management', 'Customer Service', 'Logistics', 'Customer Support', 'Supply Chain', 'Microsoft Office']"
Retail Coordinator (Emirati National),https://wuzzuf.net/jobs/p/Z4Bq97HNTxp1-Retail-Coordinator-Emirati-National-Richemont-Dubai-United-Arab-Emirates?o=975&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Richemont,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Administration', 'Engineering - Construction/Civil/Architecture', 'Sales/Retail', 'Retail', 'Sales', 'Administration', 'Marketing', 'Office Management', 'Sales Coordinator', 'Sales Skills']"
"Consulting, Finance & Accounting - Director (Riyadh/Dubai)",https://wuzzuf.net/jobs/p/8BFa9UjFykwB-Consulting-Finance-Accounting---Director-RiyadhDubai-PwC---United-Arab-Emirates-Riyadh-Saudi-Arabia?o=976&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,PwC - United Arab Emirates,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Finance', 'Accounting', 'Information Technology (IT)', 'ERP', 'Oracle', 'Commerce', 'Financial Management']"
Junior Planning Engineer,https://wuzzuf.net/jobs/p/oScGkyXmn744-Junior-Planning-Engineer-Doctify-Limited-Dubai-United-Arab-Emirates?o=977&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Doctify Limited,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'Engineering', 'Planning', 'Civil Engineering', 'Primavera', 'Project Management', 'Construction', 'Mechanical Engineering']"
Senior Accountant,https://wuzzuf.net/jobs/p/OQew6BPkdiDq-Senior-Accountant-Delivery-Hero-SE-Riyadh-Saudi-Arabia?o=978&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Delivery Hero SE,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Accounting/Finance', 'Administration', 'Banking', 'Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Commerce', 'ERP']"
